process_stage_fact_key,district_key,district_agency_key,district_process_hash_sha256,stage_sequence,stage_code,action_th,owner_role_th,manual_document_duration_days,timing_is_emergency_response_sla,verification_status
ce2873a736fab4ad1b8f1ca8c4d9f11474523fb0342258ad334d62ec186e5549,1025,bma-district-1025,c48eb6cd7af6c9fd9205ac693e2aaa59a6adfc14dfc779a87602a73e5bc4dea8,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
f4c768da4ba90f609ee61a53d68455af9a6cd491e32f9d68d0d017c585b599aa,1025,bma-district-1025,c48eb6cd7af6c9fd9205ac693e2aaa59a6adfc14dfc779a87602a73e5bc4dea8,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
2bdb84b1879a4a861496d389d7125754886c81512213a494995a7c00e19828fd,1025,bma-district-1025,c48eb6cd7af6c9fd9205ac693e2aaa59a6adfc14dfc779a87602a73e5bc4dea8,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
509093395b63ed72f0c8bf121c62f269acb1e452dc47f4109fd7655e7c636a34,1025,bma-district-1025,c48eb6cd7af6c9fd9205ac693e2aaa59a6adfc14dfc779a87602a73e5bc4dea8,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
801c76d0022ba1aebf78dfbf71c8df4e3456021582f0bb6854d1f2e52490a714,1025,bma-district-1025,c48eb6cd7af6c9fd9205ac693e2aaa59a6adfc14dfc779a87602a73e5bc4dea8,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
c5927df3f26ef2ebfbfcea11c374a71260115b9ed581350365cf5bdd637c2658,1026,bma-district-1026,c8629280aaeab6a128e698b5bc58e752fd77aaf0bf25ffc838242ead5073f8ab,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
0f8aaa26ef694cbbbe2335c6c25d653541fd11c0552a9d2ce21b33c7b9bbb4bc,1026,bma-district-1026,c8629280aaeab6a128e698b5bc58e752fd77aaf0bf25ffc838242ead5073f8ab,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
1781ee69f5ef589b4d05524ff10ff7c45bfcc657d892fad8cfe2519aafac3153,1026,bma-district-1026,c8629280aaeab6a128e698b5bc58e752fd77aaf0bf25ffc838242ead5073f8ab,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
e221688c451e99a521146acbd8af4b319f109cd909a1cb4173e44ad66a7c9f1a,1026,bma-district-1026,c8629280aaeab6a128e698b5bc58e752fd77aaf0bf25ffc838242ead5073f8ab,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
193fef6eb2ede89a2e204a84191dd03c9943b05aa4083ad9949bcd1f71bcad33,1026,bma-district-1026,c8629280aaeab6a128e698b5bc58e752fd77aaf0bf25ffc838242ead5073f8ab,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
c23d8ec973e8c7a09268d4cb7973d39fbd2cdd1d7e4af4899081a737fab2084e,1026,bma-district-1026,c8629280aaeab6a128e698b5bc58e752fd77aaf0bf25ffc838242ead5073f8ab,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
7af67a3407c3e12baca726dd680359614750494f4143437b0448ba01d6f6ddfc,1027,bma-district-1027,27ed660b1fb22dd941abcc5e93f3740499888403d84255ad6371070fa7ecca5a,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
951c34f6f5a28d4acfb7a8d43875a0669918abc0423415cd7c4518a9e9f32040,1027,bma-district-1027,27ed660b1fb22dd941abcc5e93f3740499888403d84255ad6371070fa7ecca5a,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
3fc815d20e8342a8ae364f5550d6fc0733bf0c415781296e3e0b9883a42c4347,1027,bma-district-1027,27ed660b1fb22dd941abcc5e93f3740499888403d84255ad6371070fa7ecca5a,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
620864f2029db24a803af7e3bee7564d3f27424afc10c26dfa57435f50236e8f,1027,bma-district-1027,27ed660b1fb22dd941abcc5e93f3740499888403d84255ad6371070fa7ecca5a,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
b71ec38074d250e7b16139644874b5cf45386d5a92e312a05c539a67d64d76ad,1027,bma-district-1027,27ed660b1fb22dd941abcc5e93f3740499888403d84255ad6371070fa7ecca5a,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
ef4f1f0cc3fc14242374f15ce3a584da4946e5307d977eedba2d7004c7f840aa,1027,bma-district-1027,27ed660b1fb22dd941abcc5e93f3740499888403d84255ad6371070fa7ecca5a,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
3cc773cb6a9e82f3b66296c3fe6c567dff5351db7176ce7100c4ab7672340503,1028,bma-district-1028,19fd890bbfa9e4cb8bb6d03cf0b73fc225f9d57bd717a0cf54d6fbdd264368a7,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
c4b960cbf0ae9031b0ce1b1e9d05a82bc97f3e15c1993dfc38278cd37379c891,1028,bma-district-1028,19fd890bbfa9e4cb8bb6d03cf0b73fc225f9d57bd717a0cf54d6fbdd264368a7,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
6fe496fe26b482549ef4fa5e0218e4819c9e35568d105f3f79f3062936263598,1028,bma-district-1028,19fd890bbfa9e4cb8bb6d03cf0b73fc225f9d57bd717a0cf54d6fbdd264368a7,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
685e2346bd9731eb4a9fa9ade12fcbc687eb1dbcf2eff63f8b6e40787f3b8729,1028,bma-district-1028,19fd890bbfa9e4cb8bb6d03cf0b73fc225f9d57bd717a0cf54d6fbdd264368a7,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
64b79a46f9983f31cb6135bea9d30b7a418fdf746c72d23a5a9a18996b8e84c7,1028,bma-district-1028,19fd890bbfa9e4cb8bb6d03cf0b73fc225f9d57bd717a0cf54d6fbdd264368a7,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
e86fa01366e765613452d0132d0aa2f45704a17168c63098b5b9da379dfe5b17,1028,bma-district-1028,19fd890bbfa9e4cb8bb6d03cf0b73fc225f9d57bd717a0cf54d6fbdd264368a7,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
51ee2236a4aa4bca5697229fb9916ecc0c5d27c67a1fc885c88a74d822ce4b55,1029,bma-district-1029,7d254c7d299f5355f65af8998c99fa0badf732bfed639e92f64a7469ed160f4c,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
c18a2c8e077f300a01c7fdf0d7c5d58b06cc4868b57481e1383a296f49b8d449,1029,bma-district-1029,7d254c7d299f5355f65af8998c99fa0badf732bfed639e92f64a7469ed160f4c,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
7169728e4a2f76828be21a00601a2514c468bd88b88297901fc755b837cf47b5,1029,bma-district-1029,7d254c7d299f5355f65af8998c99fa0badf732bfed639e92f64a7469ed160f4c,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
2ff5ad2076ec9ff1f2109970633bf1dd9e630fbb4817037c728cc4e7617aafe3,1029,bma-district-1029,7d254c7d299f5355f65af8998c99fa0badf732bfed639e92f64a7469ed160f4c,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
7579d1663a4a7ff8d629148938bf035718738cd70a1efc882f6f9f544dbbf6c3,1029,bma-district-1029,7d254c7d299f5355f65af8998c99fa0badf732bfed639e92f64a7469ed160f4c,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
6be0c002ff8468c018bb07ba09215ab5d481e9aaa747f28971cc85fa260f1971,1029,bma-district-1029,7d254c7d299f5355f65af8998c99fa0badf732bfed639e92f64a7469ed160f4c,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
91a9c55db50dc0a7af95996e92460824d18dd0a6400f467d0bc21e4ee030e8bb,1030,bma-district-1030,fa843015c723a5425951cadc8ac295d1b294b5baefea9220546ac6f406aecfc1,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
1795dbf84aff3ba33c484a823b826365a988445c08393c63d00150b8a3ae3d91,1030,bma-district-1030,fa843015c723a5425951cadc8ac295d1b294b5baefea9220546ac6f406aecfc1,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
3cae98f25746c10a3c982ba404af9567fddf37425db0dbd1b8c566a7b8c4ef62,1030,bma-district-1030,fa843015c723a5425951cadc8ac295d1b294b5baefea9220546ac6f406aecfc1,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
4311c7dc45e1dc4836c4b7a2383a6a003c604d71b53a7c826ed96d385745c1fc,1030,bma-district-1030,fa843015c723a5425951cadc8ac295d1b294b5baefea9220546ac6f406aecfc1,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
43ce39030cd2c7f2d4833d36a11fb9c6260cadd1832a14a701709087d1b6543f,1030,bma-district-1030,fa843015c723a5425951cadc8ac295d1b294b5baefea9220546ac6f406aecfc1,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
380667d71b2817992c91cba54e5d9c425cad806958e238d89b6f145ca1463025,1030,bma-district-1030,fa843015c723a5425951cadc8ac295d1b294b5baefea9220546ac6f406aecfc1,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
b9031ae1db372ebf67c05e49fdf6116f3124be789d8d66f9ae268fc2fd6fbad9,1031,bma-district-1031,38998507e5061ebfda1183a07563df587aa21258d5c6eac8861ad38681082324,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
67b7268ab5be6f887cec282e99f6fad6a9b65fc82f619e1b1bb6724a6b227df6,1031,bma-district-1031,38998507e5061ebfda1183a07563df587aa21258d5c6eac8861ad38681082324,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
3b5cee4d5ec19fc9c75f385b21855ab1fe8c688ee219c5e52c49ec5d856ad81d,1031,bma-district-1031,38998507e5061ebfda1183a07563df587aa21258d5c6eac8861ad38681082324,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
bfcc3a4917f33a0ac37b0a7aba0654b0616293477af1f7162812ba37a935ebdf,1031,bma-district-1031,38998507e5061ebfda1183a07563df587aa21258d5c6eac8861ad38681082324,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
86ca56b3f1a3dcc5f4eced43f02b220a51c24c5858956ec11e190a7008340f04,1031,bma-district-1031,38998507e5061ebfda1183a07563df587aa21258d5c6eac8861ad38681082324,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
ddd67fd5e02b7373f0b16c23dd4f843058df1320c3fe9cbeffc2f8fef3cf6aa6,1031,bma-district-1031,38998507e5061ebfda1183a07563df587aa21258d5c6eac8861ad38681082324,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
0ee3af9a1d7025464a47bbcaf6cb4b7c3760db7416692f8f976e1353b37ced0c,1032,bma-district-1032,435c2ad5e1a41e6e1ab5c520527261bcc5f6d67a31764c37734e96afb8083fc1,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
d89768c887a067b2c34b49651003f52846387c17eabdaf0399a696737fd89054,1032,bma-district-1032,435c2ad5e1a41e6e1ab5c520527261bcc5f6d67a31764c37734e96afb8083fc1,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
1f538a5342e736a20342005d1da04ecbd0fcb31d8fbe822f60b351f5d6e18776,1032,bma-district-1032,435c2ad5e1a41e6e1ab5c520527261bcc5f6d67a31764c37734e96afb8083fc1,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
adf8fa0d351b74552c8d26496f90d09d7082ef46c0483807ba3e55f150199d8d,1032,bma-district-1032,435c2ad5e1a41e6e1ab5c520527261bcc5f6d67a31764c37734e96afb8083fc1,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
c25837e1bec00dae4bcb85aefd14550aeac6c5f0edd60cbcfff0689681cf13ad,1032,bma-district-1032,435c2ad5e1a41e6e1ab5c520527261bcc5f6d67a31764c37734e96afb8083fc1,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
1b4410cc9608cda7979fb5de7ff1f9b89e22b30d76697f08006c6c97eccf1ad9,1032,bma-district-1032,435c2ad5e1a41e6e1ab5c520527261bcc5f6d67a31764c37734e96afb8083fc1,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
bc4662e5469b710139780476f45a070630edd64bbfbc732b7845b2174590ac23,1033,bma-district-1033,3ac6c030ae1af8eaed8429985f87da7e546c4f410db4154bbc28936799aa34a9,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
bf2d879d8ae689eee55d261411254ec7aa1a0a5cf676d96c94a2a89480064053,1033,bma-district-1033,3ac6c030ae1af8eaed8429985f87da7e546c4f410db4154bbc28936799aa34a9,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
1e623a8dad1fb58895c0ec3fd6b192a0f942b86e8b9755da1d796fefa7fd4c7b,1033,bma-district-1033,3ac6c030ae1af8eaed8429985f87da7e546c4f410db4154bbc28936799aa34a9,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
83c538ae2e4e3b26b4135c2d00084515d7b6b6fff71d9ed61d9cf5e47df620c2,1033,bma-district-1033,3ac6c030ae1af8eaed8429985f87da7e546c4f410db4154bbc28936799aa34a9,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
2f30dc1cae717fdcb522eec42f24adc193502ce63d067b3bfc71add545c060f0,1033,bma-district-1033,3ac6c030ae1af8eaed8429985f87da7e546c4f410db4154bbc28936799aa34a9,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
bcdb9a196a2c10be36503610883cb7cdbea772e0b9664f2e68faf86ac1d34976,1033,bma-district-1033,3ac6c030ae1af8eaed8429985f87da7e546c4f410db4154bbc28936799aa34a9,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
13e2c24d68dbe278dc26663677777e7ae0b06f1e3b862c08c43b3a974634be8d,1034,bma-district-1034,28b3f7fe4d9e7bd0db8543a95886b0ab4b35588638319b8782ea8ce5ab767106,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
3ed96c734e4adf6c9e05a1bd90eb5fb7a213e745cd7e9da4e9f7ab6f6dee3c47,1034,bma-district-1034,28b3f7fe4d9e7bd0db8543a95886b0ab4b35588638319b8782ea8ce5ab767106,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
b700824d94a6fe3c6fbdbf5a8f0298be0a06831eec9bda4128744f6a7eaa2f64,1034,bma-district-1034,28b3f7fe4d9e7bd0db8543a95886b0ab4b35588638319b8782ea8ce5ab767106,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
db9385ee13638919271d85fbd3ae0e743c73d72eef15b4a805e29477adf4aea8,1034,bma-district-1034,28b3f7fe4d9e7bd0db8543a95886b0ab4b35588638319b8782ea8ce5ab767106,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
2818bfb3a8e5c6d03ec30ab7e7f9b238c4b72e9ceec47cc32fac9266ae37e652,1034,bma-district-1034,28b3f7fe4d9e7bd0db8543a95886b0ab4b35588638319b8782ea8ce5ab767106,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
ceda493bbfd682f4c14fb018729549bd0422b2a44f4d9ebfd6c542c4bcb7a033,1034,bma-district-1034,28b3f7fe4d9e7bd0db8543a95886b0ab4b35588638319b8782ea8ce5ab767106,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
1c942ef1c1c9eeb6b8188f24707672870203f8ca8cc58bdaeeac4a021f0c1099,1035,bma-district-1035,69db2cf9f80154ef7d72e433ef61c03b5a03572f437cb0d2278240dafc2bb0ca,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
6ef98028c179f91a49c378c903aa958ac3e3ebb35d66e64e72e4d01dbdaa2156,1035,bma-district-1035,69db2cf9f80154ef7d72e433ef61c03b5a03572f437cb0d2278240dafc2bb0ca,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
a00e79f687a8f1bd54726f5ea2e15c37b6e29c052c9e3a98f2346f7d385a6c83,1035,bma-district-1035,69db2cf9f80154ef7d72e433ef61c03b5a03572f437cb0d2278240dafc2bb0ca,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
d00d82b168f19657d31710b22e41a60378e0aaf73f2a5e32e8aacf946e23c989,1035,bma-district-1035,69db2cf9f80154ef7d72e433ef61c03b5a03572f437cb0d2278240dafc2bb0ca,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
9cb63f5de074796b5c58d2d49147d3ba105214ab1e628feb32566133c248db72,1035,bma-district-1035,69db2cf9f80154ef7d72e433ef61c03b5a03572f437cb0d2278240dafc2bb0ca,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
dede52ecaa266303e8507a14c29ed4f3ac79bdbd86f2fb252f0f864492e4eed7,1035,bma-district-1035,69db2cf9f80154ef7d72e433ef61c03b5a03572f437cb0d2278240dafc2bb0ca,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
951acc7a878650006e146fb3fc89dcdf1ae320ccaccfbaf4b8f8d4939aec1a03,1036,bma-district-1036,792da5d1891df6222a488e8ac3553821a187702bd82a62c893a82682a52819e2,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
826e7242be5fcf0305317f9a4598660150ea72a4dcf2a294fcdfe06856869447,1036,bma-district-1036,792da5d1891df6222a488e8ac3553821a187702bd82a62c893a82682a52819e2,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
d6edb02209855a817d31bf54ee170b9aa26464f0454fd1595ac9961bb53784f1,1036,bma-district-1036,792da5d1891df6222a488e8ac3553821a187702bd82a62c893a82682a52819e2,3,public_works_inspection,ฝ่ายโยธาสำรวจและตรวจสอบพื้นที่,ฝ่ายโยธา/กลุ่มงานระบายน้ำ,2,0,pending_district_confirmation
fddf5ab197432ae7b4c480f68ea190e76d1402dee5aabd5755190d0eea6e201b,1036,bma-district-1036,792da5d1891df6222a488e8ac3553821a187702bd82a62c893a82682a52819e2,4,resource_preparation,เตรียมกำลัง วัสดุ อุปกรณ์ และเครื่องสูบน้ำ,ฝ่ายโยธาและหน่วยสนับสนุน,2,0,pending_district_confirmation
e60ffabddb2f344a320b3e36eac0abaf29a8308397d05eacdf8763a729031fd3,1036,bma-district-1036,792da5d1891df6222a488e8ac3553821a187702bd82a62c893a82682a52819e2,5,operate_coordinate_report,ดำเนินการแก้ไข ประสาน DDS/หน่วยสนับสนุน และรายงานผล,สำนักงานเขตและหน่วยงานที่เกี่ยวข้อง,3,0,pending_district_confirmation
5dea00e2625b64060605a7cfdd118c359ab6ba54c37c643fc6e3faebd159e613,1036,bma-district-1036,792da5d1891df6222a488e8ac3553821a187702bd82a62c893a82682a52819e2,6,damage_recovery_close,สำรวจความเสียหาย ช่วยเหลือ ฟื้นฟู และสรุปรายงาน,ศูนย์บัญชาการเหตุการณ์สำนักงานเขต,,0,pending_district_confirmation
1c2c0fb42290689e579fbc10ed4969bc4ae8a4faa2b1963080ca44f55d37a5d8,1037,bma-district-1037,18a661f56f03c2e4c336e92b9672918d82712d346a2fcd58a336b0ece66fdb6f,1,monitor_receive_report,ติดตามฝน จุดเสี่ยง รับแจ้งเหตุ และรายงานสถานการณ์,เจ้าหน้าที่สำนักงานเขต,,0,pending_district_confirmation
d18d227467bc97a3c4c62026e5f98cc5b682e1cdb2b19f14e1282f672d427085,1037,bma-district-1037,18a661f56f03c2e4c336e92b9672918d82712d346a2fcd58a336b0ece66fdb6f,2,district_command,ผู้อำนวยการเขตสั่งการ และจัดตั้งศูนย์บัญชาการเมื่อเข้าเงื่อนไขสาธารณภัย,ผู้อำนวยการเขต,,0,pending_district_confirmation
